alm_date,alm_time,inci_no,exp_no,station,number,st_prefix,street,st_type,st_suffix,apt_room,city,state,zip,combined adress,rmz,latitude,longitude,inci_type,descript,mutl_aid,disp_date,disp_time,arv_date,arv_time,ctrl_date,ctrl_time,clr_date,clr_time,shift,alarms,district,app_supp,per_supp,app_ems,per_ems,app_rescue,per_rescue,app_other,per_other,prop_use,descript_b
16-May-13,19:41:33,13-0001912,0,2,250,,HAWKINS,DR,,,IOWA CITY,IA,52240,250  HAWKINS DR  IOWA CITY IA 52240,0023.00,41.660159,-91.550095,321,"EMS call, excluding vehicle accident with injury",N,16-May-13,19:40:15,16-May-13,19:45:23,,,16-May-13,19:52:15,B,1,2-1,0,3,1,0,0,0,0,0,211,Preschool
17-May-13,03:56:53,13-0001917,0,3,2829,,HEINZ,RD,,,IOWA CITY,IA,52240,2829  HEINZ RD  IOWA CITY IA 52240,0018.00,41.629214,-91.491611,744,"Detector activation, no fire - unintentional",N,17-May-13,03:55:13,17-May-13,04:03:15,,,17-May-13,04:26:13,B,1,3-1,4,10,0,0,0,0,0,0,429,Multifamily dwelling
17-May-13,10:35:11,13-0001922,0,2,,S,RIVERSIDE,DR,,,IOWA CITY,IA,52240, S RIVERSIDE DR  IOWA CITY IA 52240,0104.00,0,0,311,"Medical assist, assist EMS crew",N,17-May-13,10:34:17,17-May-13,10:41:58,,,17-May-13,10:46:05,C,1,2-1,0,0,1,3,0,0,0,0,963,Street or road in commercial area
17-May-13,17:56:32,13-0001927,0,1,2,W,WASHINGTON,ST,,,IOWA CITY,IA,52242,2 W WASHINGTON ST  IOWA CITY IA 52242,0021.00,41.660709,-91.536532,311,"Medical assist, assist EMS crew",N,17-May-13,17:55:45,17-May-13,17:59:07,,,17-May-13,18:23:56,C,1,1-2,1,3,0,0,0,0,0,0,241,"Adult education center, college classroom"
17-May-13,23:15:48,13-0001933,0,2,1960,S,RIVERSIDE,DR,,,IOWA CITY,IA,52246,1960 S RIVERSIDE DR  IOWA CITY IA 52246,0104.00,41.635981,-91.53823,735,Alarm system sounded due to malfunction,N,17-May-13,23:14:31,17-May-13,23:25:44,,,17-May-13,23:25:45,C,1,2-1,1,4,0,0,0,0,0,0,700,"Manufacturing, processing"
18-May-13,06:58:04,13-0001938,0,1,840,,MAGGARD,ST,,10,IOWA CITY,IA,52240,840  MAGGARD ST  IOWA CITY IA 52240,0015.00,41.650901,-91.517081,311,"Medical assist, assist EMS crew",N,18-May-13,06:56:48,18-May-13,07:03:38,,,18-May-13,07:21:14,C,1,1-3,0,0,1,3,0,0,0,0,429,Multifamily dwelling
18-May-13,18:55:55,13-0001943,0,2,94 MM,,218,,,,IOWA CITY,IA,52240,94 MM  218   IOWA CITY IA 52240,0004.00,0,0,324,Motor Vehicle Accident with no injuries,N,18-May-13,18:53:16,18-May-13,19:01:28,,,18-May-13,19:11:10,B,1,2-1,0,0,1,3,0,0,0,0,961,Highway or divided highway
19-May-13,00:47:02,13-0001949,0,1,,S,LUCAS,ST,,,IOWA CITY,IA,52240, S LUCAS ST  IOWA CITY IA 52240,0016.00,0,0,151,"Outside rubbish, trash or waste fire",N,19-May-13,00:45:35,19-May-13,00:49:46,,,19-May-13,01:00:10,B,1,1-4,1,3,0,0,0,0,0,0,962,"Residential street, road or residential driveway"
19-May-13,12:21:26,13-0001954,0,3,58,,REGAL,LN,,,IOWA CITY,IA,52240,58  REGAL LN  IOWA CITY IA 52240,0018.00,41.632503,-91.503137,321,"EMS call, excluding vehicle accident with injury",N,19-May-13,12:20:42,19-May-13,12:25:06,,,19-May-13,12:33:26,C,1,3-1,0,0,1,3,0,0,0,0,419,1 or 2 family dwelling
19-May-13,15:10:12,13-0001959,0,3,2701,,BRADFORD,DR,,,IOWA CITY,IA,52240,2701  BRADFORD DR  IOWA CITY IA 52240,0014.00,41.646171,-91.497524,900,"Special type of incident, Other",N,19-May-13,15:07:37,19-May-13,15:20:11,,,19-May-13,15:40:00,C,1,3-4,0,0,1,3,0,0,0,0,116,Swimming facility: indoor or outdoor
19-May-13,22:42:17,13-0001964,0,1,410,E,WASHINGTON,ST,,,IOWA CITY,IA,52240,410 E WASHINGTON ST  IOWA CITY IA 52240,0016.00,41.661081,-91.529432,900,"Special type of incident, Other",N,19-May-13,22:41:39,19-May-13,22:42:17,,,19-May-13,22:42:17,C,1,1-4,0,0,0,0,0,0,1,1,599,Business office
20-May-13,07:34:14,13-0001970,0,3,1920,,LOWER MUSCATINE,RD,,,IOWA CITY,IA,52240,1920  LOWER MUSCATINE RD  IOWA CITY IA 52240,0017.00,41.641806,-91.506174,321,"EMS call, excluding vehicle accident with injury",N,20-May-13,07:33:21,20-May-13,07:35:16,,,20-May-13,07:59:31,A,1,3-1,0,0,1,3,0,0,0,0,511,Convenience store
20-May-13,13:24:08,13-0001976,0,1,1130,,SEYMOUR,AVE,,,IOWA CITY,IA,52240,1130  SEYMOUR AVE  IOWA CITY IA 52240,0015.00,41.653575,-91.518395,553,Public service,N,20-May-13,13:24:08,20-May-13,13:24:08,,,20-May-13,13:42:56,A,1,1-3,1,2,0,0,0,0,0,0,213,"Elementary school, including kindergarten"
20-May-13,20:51:07,13-0001981,0,3,723,,PEPPER,DR,,,IOWA CITY,IA,52240,723  PEPPER DR  IOWA CITY IA 52240,0018.00,41.635996,-91.525662,911,Citizen complaint,N,20-May-13,20:50:39,20-May-13,21:00:31,,,20-May-13,21:07:52,A,1,3-1,0,0,0,0,0,0,1,3,419,1 or 2 family dwelling
21-May-13,04:15:12,13-0001986,0,2,2409,,BARTELT,RD,,2C,IOWA CITY,IA,52246,2409  BARTELT RD  IOWA CITY IA 52246,0004.00,0,0,311,"Medical assist, assist EMS crew",N,21-May-13,04:13:36,21-May-13,04:19:48,,,21-May-13,04:25:25,A,1,2-1,0,0,1,3,0,0,0,0,429,Multifamily dwelling
21-May-13,12:41:39,13-0001991,0,1,129,E,WASHINGTON,ST,,,IOWA CITY,IA,52240,129 E WASHINGTON ST  IOWA CITY IA 52240,0021.00,41.659987,-91.533509,113,"Cooking fire, confined to container",N,21-May-13,12:41:25,21-May-13,12:46:07,,,21-May-13,12:59:51,C,1,1-2,4,11,0,0,0,0,0,0,200,"Educational, Other"
22-May-13,02:44:21,13-0001996,0,3,1906,,G,ST,,,IOWA CITY,IA,52240,1906  G ST  IOWA CITY IA 52240,0015.00,41.649625,-91.507383,321,"EMS call, excluding vehicle accident with injury",N,22-May-13,02:42:26,22-May-13,02:49:30,,,22-May-13,03:44:21,C,1,3-1,0,0,1,3,0,0,0,0,419,1 or 2 family dwelling
22-May-13,11:41:00,13-0002001,0,2,611,,GREENWOOD,DR,,,IOWA CITY,IA,52245,611  GREENWOOD DR  IOWA CITY IA 52245,0006.00,41.652678,-91.546887,311,"Medical assist, assist EMS crew",N,22-May-13,11:40:02,22-May-13,11:45:55,,,22-May-13,12:23:11,A,1,2-1,1,3,0,0,0,0,0,0,213,"Elementary school, including kindergarten"
22-May-13,21:05:41,13-0002006,0,1,15,,WOODLAND MOUNDS,RD,,,IOWA CITY,IA,52240,15  WOODLAND MOUNDS RD  IOWA CITY IA 52240,0001.00,41.681993,-91.539147,321,"EMS call, excluding vehicle accident with injury",N,22-May-13,21:05:03,22-May-13,21:11:14,,,22-May-13,21:26:13,A,1,1-4,1,3,0,0,0,0,0,0,419,1 or 2 family dwelling
23-May-13,09:06:05,13-0002011,0,1,207,E,WASHINGTON,ST,,,IOWA CITY,IA,52240,207 E WASHINGTON ST  IOWA CITY IA 52240,0021.00,41.659748,-91.532555,671,HazMat release investigation w/no HazMat,N,23-May-13,09:06:05,23-May-13,09:07:45,,,23-May-13,09:08:00,B,1,1-2,0,0,0,0,0,0,1,1,529,"Textile, wearing apparel sales"
23-May-13,18:48:21,13-0002016,0,2,1,,ELLIOTT,DR,,,IOWA CITY,IA,52242,1  ELLIOTT DR  IOWA CITY IA 52242,0023.00,41.663158,-91.554116,900,"Special type of incident, Other",N,23-May-13,18:48:21,23-May-13,18:48:21,,,23-May-13,18:48:21,B,1,20,0,0,1,3,0,0,0,0,123,"Stadium, arena"
24-May-13,05:56:33,13-0002021,0,3,2722,,WAYNE,AVE,,5,IOWA CITY,IA,52240,2722  WAYNE AVE  IOWA CITY IA 52240,0014.00,41.647556,-91.496434,321,"EMS call, excluding vehicle accident with injury",N,24-May-13,05:55:57,24-May-13,06:01:11,,,24-May-13,06:09:57,B,1,3-4,0,0,1,3,0,0,0,0,429,Multifamily dwelling
24-May-13,13:39:06,13-0002026,0,3,429,,SOUTHGATE,AVE,,,IOWA CITY,IA,52240,429  SOUTHGATE AVE  IOWA CITY IA 52240,0018.00,41.640597,-91.529861,311,"Medical assist, assist EMS crew",N,24-May-13,13:38:04,24-May-13,13:43:21,,,24-May-13,13:47:42,A,1,3-1,0,0,1,3,0,0,0,0,439,"Boarding/rooming house, residential hotels"
24-May-13,20:16:03,13-0002031,0,1,521,S,GILBERT,ST,,,IOWA CITY,IA,52240,521 S GILBERT ST  IOWA CITY IA 52240,0016.00,0,0,311,"Medical assist, assist EMS crew",N,24-May-13,20:14:51,24-May-13,20:18:12,,,24-May-13,20:26:27,C,1,01,0,0,1,3,0,0,0,0,519,"Food and beverage sales, grocery store"
25-May-13,02:49:38,13-0002036,0,2,203,,MYRTLE,AVE,,101,IOWA CITY,IA,52244,203  MYRTLE AVE  IOWA CITY IA 52244,0006.00,41.653607,-91.542445,311,"Medical assist, assist EMS crew",N,25-May-13,02:48:59,25-May-13,02:56:45,,,25-May-13,03:00:46,A,1,2-1,0,0,1,3,0,0,0,0,429,Multifamily dwelling
25-May-13,14:50:54,13-0002041,0,3,1646,,SYCAMORE,ST,,,IOWA CITY,IA,52240,1646  SYCAMORE ST  IOWA CITY IA 52240,0017.00,41.642079,-91.511523,321,"EMS call, excluding vehicle accident with injury",N,25-May-13,14:50:19,25-May-13,14:53:37,,,25-May-13,15:12:27,B,1,3-1,0,0,1,3,0,0,0,0,161,Restaurant or cafeteria
26-May-13,10:20:42,13-0002046,0,1,620,S,JOHNSON,ST,,7,IOWA CITY,IA,52240,620 S JOHNSON ST  IOWA CITY IA 52240,0016.00,41.65358,-91.527217,311,"Medical assist, assist EMS crew",N,26-May-13,10:19:50,26-May-13,10:23:39,,,26-May-13,10:36:39,C,1,1-3,1,3,0,0,0,0,0,0,429,Multifamily dwelling
26-May-13,15:31:06,13-0002051,0,2,919,W,HIGHWAY #1,,,,IOWA CITY,IA,52246,919 W HIGHWAY #1   IOWA CITY IA 52246,0104.00,41.644232,-91.551497,324,Motor Vehicle Accident with no injuries,N,26-May-13,15:29:41,26-May-13,15:37:17,,,26-May-13,15:40:00,C,1,02,0,3,1,0,0,0,0,0,581,Department or discount store
26-May-13,18:40:53,13-0002056,0,1,1355,,DEFOREST,AVE,,,IOWA CITY,IA,52240,1355  DEFOREST AVE  IOWA CITY IA 52240,0017.00,41.64391,-91.516389,735,Alarm system sounded due to malfunction,N,26-May-13,18:39:27,26-May-13,18:45:51,,,26-May-13,18:57:28,C,1,3-1,4,10,0,0,0,0,0,0,211,Preschool
26-May-13,20:36:56,13-0002061,0,2,2254,S,RIVERSIDE,DR,,56,IOWA CITY,IA,52246,2254 S RIVERSIDE DR  IOWA CITY IA 52246,0104.00,41.631485,-91.538429,311,"Medical assist, assist EMS crew",N,26-May-13,20:35:23,26-May-13,20:44:04,,,26-May-13,20:44:04,C,1,2-1,0,0,1,3,0,0,0,0,599,Business office
27-May-13,15:08:15,13-0002067,0,3,3210,,FRIENDSHIP,ST,,,IOWA CITY,IA,52240,3210  FRIENDSHIP ST  IOWA CITY IA 52240,0014.00,41.655351,-91.485991,311,"Medical assist, assist EMS crew",N,27-May-13,15:07:08,27-May-13,15:14:26,,,27-May-13,15:28:54,B,1,3-4,0,0,1,3,0,0,0,0,419,1 or 2 family dwelling
28-May-13,00:40:15,13-0002072,0,1,129,E,WASHINGTON,ST,,,IOWA CITY,IA,52240,129 E WASHINGTON ST  IOWA CITY IA 52240,0021.00,41.659987,-91.533509,611,Dispatched & cancelled en route,N,28-May-13,00:39:22,,,,,28-May-13,00:40:15,B,1,1-2,1,1,0,0,0,0,0,0,200,"Educational, Other"
28-May-13,09:30:08,13-0002077,0,2,250,,HAWKINS,DR,,,IOWA CITY,IA,52240,250  HAWKINS DR  IOWA CITY IA 52240,0023.00,41.660159,-91.550095,743,"Smoke detector activation, no fire - unintentional",N,28-May-13,09:29:15,28-May-13,09:34:29,,,28-May-13,09:42:13,C,1,2-1,4,10,0,0,0,0,0,0,211,Preschool
28-May-13,16:06:35,13-0002082,0,3,812,S,1ST,AVE,,,IOWA CITY,IA,52240,812 S 1ST AVE  IOWA CITY IA 52240,0014.00,41.680769,-91.565918,321,"EMS call, excluding vehicle accident with injury",N,28-May-13,16:05:24,28-May-13,16:09:57,,,28-May-13,16:22:37,C,1,3-4,0,0,1,4,0,0,0,0,519,"Food and beverage sales, grocery store"
29-May-13,01:04:57,13-0002087,0,2,2515,,BARTELT,RD,,1A,IOWA CITY,IA,52240,2515  BARTELT RD  IOWA CITY IA 52240,0004.00,0,0,311,"Medical assist, assist EMS crew",N,29-May-13,01:04:19,29-May-13,01:10:32,,,29-May-13,01:22:50,C,1,2-1,0,0,1,3,0,0,0,0,429,Multifamily dwelling
29-May-13,11:28:58,13-0002092,0,1,1916,,WATERFRONT,DR,,,IOWA CITY,IA,52240,1916  WATERFRONT DR  IOWA CITY IA 52240,0018.00,41.641466,-91.530177,510,"Person in distress, Other",N,29-May-13,11:28:34,29-May-13,11:31:00,,,29-May-13,11:49:10,A,1,3-1,1,3,0,0,0,0,0,0,599,Business office
29-May-13,19:08:10,13-0002097,0,3,533,,TERRACE,RD,,,IOWA CITY,IA,52240,533  TERRACE RD  IOWA CITY IA 52240,0014.00,41.653914,-91.497776,311,"Medical assist, assist EMS crew",N,29-May-13,19:07:27,29-May-13,19:14:12,,,29-May-13,19:25:21,A,1,3-4,0,0,1,3,0,0,0,0,419,1 or 2 family dwelling
29-May-13,22:47:23,13-0002102,0,2,2423,,WALDEN,RD,,241,IOWA CITY,IA,52246,2423  WALDEN RD  IOWA CITY IA 52246,0004.00,41.648553,-91.575633,554,Assist invalid,N,29-May-13,22:45:03,29-May-13,22:54:40,,,29-May-13,23:01:13,A,1,2-1,0,0,0,0,0,0,1,3,311,"24-hour care Nursing homes, 4 or more persons"
30-May-13,10:36:50,13-0002107,0,4,1200,,McCOLLISTER,BLVD,,,IOWA CITY,IA,52245,1200  McCOLLISTER BLVD  IOWA CITY IA 52245,0104.00,0,0,381,Rescue or EMS standby,N,30-May-13,10:34:36,30-May-13,10:36:50,,,30-May-13,11:05:00,C,1,2-1,0,3,0,0,1,0,0,0,648,Sanitation utility
30-May-13,17:11:58,13-0002112,0,3,1575,S,1ST,AVE,,,IOWA CITY,IA,52240,1575 S 1ST AVE  IOWA CITY IA 52240,0017.00,41.694103,-91.565996,321,"EMS call, excluding vehicle accident with injury",N,30-May-13,17:11:19,30-May-13,17:14:18,,,30-May-13,17:29:00,C,1,3-4,0,0,1,3,0,0,0,0,160,"Eating, drinking places, other"
31-May-13,08:31:47,13-0002117,0,4,1205,,LAURA,DR,,51,IOWA CITY,IA,52240,1205  LAURA DR  IOWA CITY IA 52240,0001.00,41.684587,-91.540552,743,"Smoke detector activation, no fire - unintentional",N,31-May-13,08:29:59,31-May-13,08:41:38,,,31-May-13,08:49:45,A,1,1-4,1,3,0,0,0,0,0,0,419,1 or 2 family dwelling
31-May-13,14:18:01,13-0002122,0,4,2418,E,WASHINGTON,ST,,,IOWA CITY,IA,52245,2418 E WASHINGTON ST  IOWA CITY IA 52245,0013.00,41.660577,-91.49876,733,Smoke detector activation due to malfunction,N,31-May-13,14:17:14,31-May-13,14:23:20,,,31-May-13,14:26:44,A,1,4-3,4,11,0,0,0,0,0,0,419,1 or 2 family dwelling
31-May-13,18:14:51,13-0002127,0,2,2656,,ROBERTS,RD,,2C,IOWA CITY,IA,52246,2656  ROBERTS RD  IOWA CITY IA 52246,0004.00,41.653239,-91.577809,6511,Smoke from smoking materials,N,31-May-13,18:12:17,31-May-13,18:21:08,,,31-May-13,19:00:00,A,1,2-1,0,0,0,0,0,0,1,3,429,Multifamily dwelling
31-May-13,22:55:27,13-0002132,0,4,72,,AMHURST,ST,,,IOWA CITY,IA,52245,72  AMHURST ST  IOWA CITY IA 52245,0013.00,41.661241,-91.484645,321,"EMS call, excluding vehicle accident with injury",N,31-May-13,22:54:24,31-May-13,23:03:25,,,31-May-13,23:21:11,A,1,4-3,0,0,1,3,0,0,0,0,419,1 or 2 family dwelling
01-Jun-13,04:58:36,13-0002137,0,2,350,,DUBLIN,DR,,2013,IOWA CITY,IA,52245,350  DUBLIN DR  IOWA CITY IA 52245,0004.00,41.656243,-91.58577,321,"EMS call, excluding vehicle accident with injury",N,01-Jun-13,04:57:41,01-Jun-13,05:04:02,,,01-Jun-13,05:19:46,A,1,2-1,0,0,1,3,0,0,0,0,311,"24-hour care Nursing homes, 4 or more persons"
01-Jun-13,11:34:31,13-0002142,0,1,2510,N,DODGE,ST,,,IOWA CITY,IA,52245,2510 N DODGE ST  IOWA CITY IA 52245,0001.00,41.688568,-91.498454,321,"EMS call, excluding vehicle accident with injury",N,01-Jun-13,11:33:50,01-Jun-13,11:41:43,,,01-Jun-13,11:49:08,B,1,4-1,1,3,0,0,0,0,0,0,635,Computer center
01-Jun-13,14:14:15,13-0002147,0,4,1456,,CROMWELL,PL,,,IOWA CITY,IA,52240,1456  CROMWELL PL  IOWA CITY IA 52240,0014.00,41.643197,-91.485958,743,"Smoke detector activation, no fire - unintentional",N,01-Jun-13,14:12:48,01-Jun-13,14:25:59,,,01-Jun-13,14:46:42,B,1,3-4,1,3,0,0,0,0,0,0,419,1 or 2 family dwelling
01-Jun-13,23:29:03,13-0002152,0,3,3005,E,COURT,ST,,,IOWA CITY,IA,52240,3005 E COURT ST  IOWA CITY IA 52240,0014.00,41.656843,-91.48973,554,Assist invalid,N,01-Jun-13,23:25:09,01-Jun-13,23:36:54,,,01-Jun-13,23:41:24,B,1,3-4,0,0,1,3,0,0,0,0,419,1 or 2 family dwelling
02-Jun-13,07:13:05,13-0002157,0,3,200,E,WASHINGTON,ST,,,IOWA CITY,IA,52240,200 E WASHINGTON ST  IOWA CITY IA 52240,0021.00,0,0,451,"Biological hazard, confirmed or suspected",N,02-Jun-13,07:11:16,02-Jun-13,07:15:53,,,02-Jun-13,07:23:10,B,1,1-2,0,0,0,0,0,0,1,3,960,"Street, Other"
02-Jun-13,10:25:53,13-0002162,0,2,350,,DUBLIN,DR,,,IOWA CITY,IA,52246,350  DUBLIN DR  IOWA CITY IA 52246,0004.00,41.656243,-91.58577,321,"EMS call, excluding vehicle accident with injury",N,02-Jun-13,10:24:41,02-Jun-13,10:32:25,,,02-Jun-13,10:45:44,A,1,2-1,0,0,1,3,0,0,0,0,311,"24-hour care Nursing homes, 4 or more persons"
02-Jun-13,21:37:15,13-0002167,0,4,1705,,PRAIRIE DU CHIEN,RD,,Lot 4,IOWA CITY,IA,52245,1705  PRAIRIE DU CHIEN RD  IOWA CITY IA 52245,0001.00,0,0,740,"Unintentional transmission of alarm, Other",N,02-Jun-13,21:36:44,02-Jun-13,21:42:02,,,02-Jun-13,21:48:03,A,1,4-1,0,3,1,0,0,0,0,0,419,1 or 2 family dwelling
03-Jun-13,10:54:30,13-0002172,0,1,461,W,HIGHWAY #1,,,34,IOWA CITY,IA,52240,461 W HIGHWAY #1   IOWA CITY IA 52240,0104.00,41.67315,-91.565459,311,"Medical assist, assist EMS crew",N,03-Jun-13,10:53:30,03-Jun-13,10:58:26,,,03-Jun-13,11:07:38,B,1,2-1,0,0,2,6,0,0,0,0,429,Multifamily dwelling
03-Jun-13,14:55:12,13-0002178,0,1,312,E,COLLEGE,ST,,STE 100,IOWA CITY,IA,52240,312 E COLLEGE ST  IOWA CITY IA 52240,0021.00,41.659263,-91.5311,311,"Medical assist, assist EMS crew",N,03-Jun-13,14:54:33,03-Jun-13,14:59:19,,,03-Jun-13,15:13:53,B,1,1-2,0,0,1,3,0,0,0,0,599,Business office
04-Jun-13,06:26:10,13-0002183,0,2,1229,,SHANNON,DR,,#102,IOWA CITY,IA,52240,1229  SHANNON DR  IOWA CITY IA 52240,0004.00,41.648536,-91.581978,554,Assist invalid,N,04-Jun-13,06:25:10,04-Jun-13,06:34:16,,,04-Jun-13,06:51:01,B,1,2-1,1,3,0,0,0,0,1,3,429,Multifamily dwelling
04-Jun-13,13:46:48,13-0002188,0,3,2339,,HEINZ,RD,,UNIT C,IOWA CITY,IA,52240,2339  HEINZ RD  IOWA CITY IA 52240,0017.00,41.636155,-91.489245,321,"EMS call, excluding vehicle accident with injury",N,04-Jun-13,13:46:21,04-Jun-13,13:50:35,,,04-Jun-13,14:02:52,C,1,3-1,0,0,1,3,0,0,0,0,569,"Professional supplies, services"
04-Jun-13,21:44:22,13-0002193,0,1,320,E,WASHINGTON,ST,,8B,IOWA CITY,IA,52240,320 E WASHINGTON ST  IOWA CITY IA 52240,0021.00,41.660421,-91.53091,321,"EMS call, excluding vehicle accident with injury",N,04-Jun-13,21:42:47,04-Jun-13,21:45:48,,,04-Jun-13,22:04:48,C,1,1-2,0,0,1,3,0,0,0,0,429,Multifamily dwelling
05-Jun-13,17:38:52,13-0002199,0,3,812,S,1ST,AVE,,,IOWA CITY,IA,52240,812 S 1ST AVE  IOWA CITY IA 52240,0014.00,41.680769,-91.565918,321,"EMS call, excluding vehicle accident with injury",N,05-Jun-13,17:38:17,05-Jun-13,17:42:22,,,05-Jun-13,17:53:37,B,1,3-4,0,0,1,3,0,0,0,0,519,"Food and beverage sales, grocery store"
06-Jun-13,00:23:34,13-0002204,0,3,2432,,NEVADA,AVE,,,IOWA CITY,IA,52240,2432  NEVADA AVE  IOWA CITY IA 52240,0018.00,41.632575,-91.502078,311,"Medical assist, assist EMS crew",N,06-Jun-13,00:22:50,06-Jun-13,00:29:43,,,06-Jun-13,00:34:40,B,1,3-1,0,0,1,3,0,0,0,0,400,"Residential, Other"
06-Jun-13,15:07:49,13-0002209,0,2,4515,,MELROSE,AVE,,,IOWA CITY,IA,52240,4515  MELROSE AVE  IOWA CITY IA 52240,0004.00,41.657019,-91.603986,311,"Medical assist, assist EMS crew",N,06-Jun-13,15:07:07,06-Jun-13,15:15:02,,,06-Jun-13,15:34:58,C,1,2-1,0,0,1,3,0,0,0,0,323,"Asylum, mental institution"
07-Jun-13,00:43:58,13-0002214,0,3,3042,,MUSCATINE,AVE,,8,IOWA CITY,IA,52240,3042  MUSCATINE AVE  IOWA CITY IA 52240,0014.00,41.649762,-91.490943,321,"EMS call, excluding vehicle accident with injury",N,07-Jun-13,00:42:13,07-Jun-13,00:48:36,,,07-Jun-13,01:03:01,C,1,3-4,0,0,1,3,0,0,0,0,429,Multifamily dwelling
07-Jun-13,14:09:45,13-0002219,0,3,2628,,CATSKILL,CT,,,IOWA CITY,IA,52240,2628  CATSKILL CT  IOWA CITY IA 52240,0014.00,41.652356,-91.496423,311,"Medical assist, assist EMS crew",N,07-Jun-13,14:09:13,07-Jun-13,14:13:55,,,07-Jun-13,14:53:51,A,1,3-4,0,0,1,3,0,0,0,0,419,1 or 2 family dwelling
08-Jun-13,01:01:03,13-0002224,0,1,210,S,DUBUQUE,ST,,,IOWA CITY,IA,52240,210 S DUBUQUE ST  IOWA CITY IA 52240,0021.00,41.65856,-91.533043,321,"EMS call, excluding vehicle accident with injury",N,08-Jun-13,01:00:47,08-Jun-13,01:01:40,,,08-Jun-13,01:20:50,A,1,10,0,0,1,3,0,0,0,0,449,"Hotel/motel, commercial"
08-Jun-13,12:04:15,13-0002229,0,1,432,E,BLOOMINGTON,ST,,,IOWA CITY,IA,52240,432 E BLOOMINGTON ST  IOWA CITY IA 52240,0011.00,41.664733,-91.528873,311,"Medical assist, assist EMS crew",N,08-Jun-13,12:03:40,08-Jun-13,12:06:27,,,08-Jun-13,12:10:06,C,1,1-4,0,3,1,0,0,0,0,0,593,Office:  veterinary or research
08-Jun-13,16:17:32,13-0002234,0,1,220,S,CAPITOL,ST,,,IOWA CITY,IA,52240,220 S CAPITOL ST  IOWA CITY IA 52240,0021.00,41.658634,-91.536069,311,"Medical assist, assist EMS crew",N,08-Jun-13,16:16:36,08-Jun-13,16:20:04,,,08-Jun-13,16:26:20,C,1,1-2,0,3,1,0,0,0,0,0,882,"Parking garage, general vehicle"
09-Jun-13,08:43:54,13-0002239,0,4,226,,SHRADER,RD,,,IOWA CITY,IA,52245,226  SHRADER RD  IOWA CITY IA 52245,0013.00,41.657778,-91.492856,321,"EMS call, excluding vehicle accident with injury",N,09-Jun-13,08:42:56,09-Jun-13,08:52:00,,,09-Jun-13,10:07:00,C,1,4-3,1,3,0,0,0,0,0,0,419,1 or 2 family dwelling
09-Jun-13,16:04:33,13-0002244,0,3,1010,,SCOTT PARK,DR,,207,IOWA CITY,IA,52240,1010  SCOTT PARK DR  IOWA CITY IA 52240,0105.00,41.660352,-91.480693,554,Assist invalid,N,09-Jun-13,16:02:38,09-Jun-13,16:12:47,,,09-Jun-13,16:21:30,A,1,4-3,0,0,0,0,0,0,1,3,429,Multifamily dwelling
09-Jun-13,22:31:35,13-0002249,0,4,805,,WILLOW,ST,,,IOWA CITY,IA,52240,805  WILLOW ST  IOWA CITY IA 52240,0014.00,41.651996,-91.49001,600,"Good intent call, Other",N,09-Jun-13,22:30:16,09-Jun-13,22:39:36,,,09-Jun-13,22:41:08,A,1,3-4,1,3,0,0,0,0,0,0,965,Vehicle parking area
10-Jun-13,12:16:42,13-0002254,0,3,3020,,WAYNE,AVE,,,IOWA CITY,IA,52240,3020  WAYNE AVE  IOWA CITY IA 52240,0014.00,41.647581,-91.492233,321,"EMS call, excluding vehicle accident with injury",N,10-Jun-13,12:15:53,10-Jun-13,12:20:49,,,10-Jun-13,12:31:14,B,1,3-4,0,0,1,3,0,0,0,0,419,1 or 2 family dwelling
10-Jun-13,16:19:04,13-0002259,0,1,717,,RUNDELL,ST,,,IOWA CITY,IA,52240,717  RUNDELL ST  IOWA CITY IA 52240,0015.00,41.653276,-91.514128,321,"EMS call, excluding vehicle accident with injury",N,10-Jun-13,16:17:45,10-Jun-13,16:23:23,,,10-Jun-13,16:33:58,B,1,1-3,0,0,1,3,0,0,0,0,419,1 or 2 family dwelling
11-Jun-13,00:48:43,13-0002264,0,3,18,,PRIMROSE,CT,,,IOWA CITY,IA,52240,18  PRIMROSE CT  IOWA CITY IA 52240,0018.00,41.628249,-91.499405,321,"EMS call, excluding vehicle accident with injury",N,11-Jun-13,00:47:53,11-Jun-13,00:53:55,,,11-Jun-13,01:05:58,B,1,3-1,0,0,1,3,0,0,0,0,419,1 or 2 family dwelling
11-Jun-13,11:01:23,13-0002270,0,1,2401,,6,HWY,E,4210,IOWA CITY,IA,52240,2401  6 HWY E IOWA CITY IA 52240,0018.00,0,0,311,"Medical assist, assist EMS crew",N,11-Jun-13,11:00:20,11-Jun-13,11:09:10,,,11-Jun-13,11:12:00,A,1,3-1,0,0,1,3,0,0,0,0,429,Multifamily dwelling
11-Jun-13,17:36:50,13-0002275,0,2,615,,HAWKEYE,DR,,,IOWA CITY,IA,52242,615  HAWKEYE DR  IOWA CITY IA 52242,0004.00,41.657589,-91.58088,531,Smoke or odor removal,N,11-Jun-13,17:35:38,11-Jun-13,17:42:34,,,11-Jun-13,17:50:52,A,1,2-1,5,13,0,0,0,0,0,0,429,Multifamily dwelling
